Compound Number,GroupID,GroupMembers,row ID,row m/z,row retention time,Dta-ap,Dbh-w,Dax-tl,Dgr-ap,Dfe-w,Dgem-w,Dgi-w,Dac-tl,Dyu-w,Dau-tl,Dre-tl,Dpa-tl,Dpe-w,Dat-ls,Dki-w,Dho-w,Dde-w,Dod-fr,Dod-b,Dod-l,Dod-r,Dod-s,Dje-fr,Dje-ft,Dge-fr,Dps-fr,Dps-ft,Dpo-fr,Dpo-l,Dpo-s,Wdo-w,Wla-w,Wsc-w,Wpi-w,Wli-w,Wpa-w,Win-l,Win-s,Wca-w,Wal-w,Wli-ap,Wli-r,Wst-w,Wnu-w,Wlu-w,Wmi-tl,Wde-w,Wtr,Ega-w,Eal-w,Ech-ft,Ech-b,Ech-l,Ech-s,Ech-fr,Sch-r,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,IHD,A part,B part,C part,C-12,C-18,olefinic position,M part,Sub No.,Sub Carbon,Sub_An,Acyl part,Correct Acyl part,A_id,B_id,C_id,M_id,R1_id,R2_id,R3_id,R4_id,R5_id,R6_id,R7_id,R8_id,Aglycone Type,Annotation SMILES,Annotation ID,Annotation Formula,Annotation MW,Top K,confidence score,Confidence Level
156,574,[5318],5318,609.27,5,0,0,0,214501.7021,0,0,0,0,0,0,0,181423.2122,0,0,0,0,0,0,0,0,0,0,0,0,4931289.578,0,0,0,0,0,0,0,0,0,5594156.473,0,0,0,0,0,16800000,2303354.249,0,0,219266.7539,0,0,0,0,0,0,0,0,0,0,0,14,0,D,C34H40O10,possibly undescribed,(DA12)std_genkwanine H isomer,[M+H]+,none,15,"1,2-en-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,2,C7,C7*2,"benzoyl(2.06),feruloyl(0.57),benzoyl(6.10)","benzoyl,benzoyl",A3,B1,C1,none,R92,R92,none,,,,,,A3B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(OC(=O)c7ccccc7)C1(O)C2O,PD00017966,C34H36O9,588.653,Top1,1,Low Confidence
157,630,[2486],2486,573.2476,5,0,0,0,0,0,0,294166.1587,0,0,0,273193.6753,0,0,0,0,0,0,0,0,0,0,0,0,0,390156.3116,0,0,0,0,0,0,0,0,0,3980857.777,0,0,0,0,0,10000000,11100000,0,0,0,0,2319819.467,0,0,0,0,0,0,0,0,0,7,0,D,C34H36O8,possibly undescribed,none,[M+H]+,none,17,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,C7,C7*2,"benzoyl(0.10),feruloyl(0.02),benzoyl(0.67)","benzoyl,benzoyl",A4,B1,C1,none,R92,R92,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)c7ccccc7)C1(O)C2O,PD00022622,C34H38O9,590.669,Top1,1,Low Confidence
158,642,[6268],6268,451.2112,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430853.6493,0,0,0,0,266473.241,0,0,0,0,0,0,0,0,0,1728314.556,0,0,0,0,0,5587349.102,4816401.982,0,0,0,0,5046303.991,0,0,0,0,0,0,0,0,0,17,0,D,C27H30O6,possibly undescribed,none,[M+H]+,none,13,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C7,C7*1,"benzoyl(0.35),feruloyl(0.08),benzoyl(0.61)",benzoyl,A4,B1,C1,none,R92,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00007944,C27H34O8,486.561,Top1,1,Low Confidence
159,650,[7781],7781,591.2964,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242772.1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C35H42O8,possibly undescribed,none,[M+H]+,none,15,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,3,"C2,C11",C2*2+C11*1,"benzoyl(0.15),feruloyl(0.05),benzoyl(0.37)",acyl,A4,B1,C1,none,R1,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(C)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00007853,C22H32O8,424.49,Top2,0.959,Low Confidence
160,751,[6067],6067,686.3555,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972824.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,MD,C12H63O29N1,possibly undescribed,(DA45)std_daphnepedunin D isomer,[M+NH4]+,none,-18,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,0,others,,"benzoyl(0.07),benzoyl(0.12)",none,A6,B1,C1,M1,none,none,none,none,none,none,none,none,A6B1C1M1,OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C2O)C6C1(O4)C(C)CC3(C(=C)C)O5,PD01121453,C29H42O8,518.647,Top1,1,Low Confidence
161,274,"[9696,9697,9743]",9696,620.3068,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172590.007,3252011.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,D,C32H45O11N1,possibly undescribed,none,[M+NH4]+,"9696, 9743",11,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C12,C12*1,"acyl(0.09),decatrienoyl(0.38)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top3,0.601,Low Confidence
162,428,[8959],8959,721.2841,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8513944.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C39H44O13,possibly undescribed,none,[M+H]+,none,18,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C9,C10",C9*1+C10*1,coumaroyl(0.55),"coumaroyl,coumaroyl",A1,B1,C2,none,R94,R94,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=Cc6ccc(O)cc6)OC3(C(=C)C)C(OC(=O)C=Cc7ccc(O)cc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129719,C38H38O12,686.71,Top1,1,Low Confidence
163,477,[6272],6272,433.2004,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349155.6009,0,0,0,0,0,0,0,4505150.322,4422253.807,0,0,0,0,4045613.995,0,0,0,0,0,0,0,0,0,10,0,D,C27H28O5,possibly undescribed,none,[M+H]+,none,14,"1,2-en-3-one","5-ol-6,7-ene","9,13,14-orthoester",no C-12,no C-18,others,others,1,C7,C7*1,"benzoyl(0.13),benzoyl(0.75),octadecatrienoyl(0.01)",benzoyl,A1,B3,C1,none,R92,none,none,,,,,,A1B3C1,OCC1=CC2C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C2(O4)C2C=C(C)C(=O)C2(O)C1O,PD00009576,C27H30O7,466.53,Top1,1,Low Confidence
164,480,[6574],6574,481.1858,5.1,0,0,0,507595.2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C27H28O8,possibly undescribed,none,[M+H]+,none,14,"1,2-en-3-one","5-ol-6,7-ene","9,13,14-orthoester",no C-12,no C-18,others,others,1,C7,C7*1,"benzoyl(0.04),benzoyl(0.16)",benzoyl,A1,B3,C1,none,R92,none,none,,,,,,A1B3C1,OCC1=CC2C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C2(O4)C2C=C(C)C(=O)C2(O)C1O,PD00009576,C27H30O7,466.53,Top2,0.777,Low Confidence
165,635,[4782],4782,640.3109,5.1,0,0,0,0,0,0,0,0,0,490362.2072,0,0,0,0,0,239794.5543,198233.3238,0,0,0,0,0,0,0,2670221.551,0,0,0,0,0,0,0,3247200.881,0,4869731.408,0,0,0,0,0,13400000,18600000,0,0,2632595.588,0,0,0,0,0,0,0,0,0,0,0,17,0,D,C35H45O10N1,possibly undescribed,(DA12)std_genkwanine H isomer,[M+NH4]+,none,14,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C15,C15*1,"benzoyl(0.77),feruloyl(0.23),benzoyl(2.30)",none,A4,B1,C1,none,none,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00000004,C21H30O8,410.463,Top1,1,Low Confidence
166,639,[5322],5322,591.2583,5.1,0,0,0,233224.3976,0,0,0,0,0,0,0,181468.0621,0,0,0,0,0,0,0,0,0,0,0,0,3366347.814,0,0,0,0,0,0,0,2596694.685,0,0,0,0,0,0,0,15600000,16300000,0,0,728698.2916,0,25100000,0,0,0,0,0,0,0,0,0,20,0,D,C34H38O9,possibly undescribed,"(DA08)std_genkwanine M isomer, (DA07)std_genkwanine N isomer",[M+H]+,none,16,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,C7,C7*2,"benzoyl(0.71),feruloyl(0.22),benzoyl(2.30)","benzoyl,benzoyl",A4,B1,C1,none,R92,R92,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)c7ccccc7)C1(O)C2O,PD00022622,C34H38O9,590.669,Top1,1,High Confidence
167,652,[8888],8888,640.3094,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445042.4729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208893.6026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,D,C17H53O23N1,possibly undescribed,(DA12)std_genkwanine H isomer,[M+NH4]+,none,-8,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C-3,C-3*1,"benzoyl(0.77),feruloyl(0.23),benzoyl(2.30)",none,A4,B1,C1,none,none,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00000004,C21H30O8,410.463,Top1,1,Low Confidence
168,667,[11806],11806,513.2122,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C28H32O9,possibly undescribed,none,[M+H]+,none,13,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C8,C8*1,benzoyl(0.81),none,A4,B1,C1,none,none,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00000004,C21H30O8,410.463,Top1,1,Low Confidence
169,708,[6264],6264,626.2953,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945217.8914,0,0,0,0,0,0,0,742078.2929,0,3266264.726,0,0,0,0,0,4958924.124,9156119.35,0,0,0,0,18000000,0,0,0,0,0,0,0,0,0,20,0,D,C34H43O10N1,possibly undescribed,(DA12)std_genkwanine H isomer,[M+NH4]+,none,14,"1,2-dihydro-3-ol","5-ol-6,7-diol","9,13,14-orthoester",no C-12,no C-18,others,others,1,C14,C14*1,"benzoyl(0.76),feruloyl(0.21),benzoyl(2.80)",none,A4,B2,C1,none,none,none,none,,,,,,A4B2C1,OCC1(O)C(O)C2C3OC4OC3(C(=C)C)CC(C)C2(O4)C2CC(C)C(O)C2(O)C1O,PD00000084,C21H32O9,428.478,Top1,1,Low Confidence
170,675,[11855],11855,627.3168,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312767.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C35H46O10,possibly known,yuanhuakine G,[M+H]+,none,13,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C15,C15*1,"benzoyl(0.05),feruloyl(0.05),octadienoyl(0.86),4-oxo-2-octenoyl(0.86)",none,A4,B1,C1,none,none,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00000004,C21H30O8,410.463,Top1,1,Low Confidence
171,21,[9707],9707,607.3112,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375487.973,1645022.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,MD,C32H46O11,possibly undescribed,none,[M+H]+,none,10,bicyclo [2.2.1] heptane ring,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with no substituent,1,C2,C2*1,acyl(0.04),acyl,A11,B1,C1,M2,R1,none,none,none,none,none,none,none,A11B1C1M2,CC(=O)OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C7(OC6(C)OC7=O)C2O)C1(O4)C(C)CC3(C(=C)C)O5,PD01137011,C32H44O10,588.694,Top1,1,Low Confidence
172,129,[2275],2275,679.2754,5.3,700219.672,1826496.813,585737.3365,2151820.861,0,0,742542.4073,0,825192.2328,0,2392196.11,3440486.148,0,0,0,0,564405.8041,0,2380927.669,0,249933.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,D,C37H42O12,possibly undescribed,none,[M+H]+,none,17,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,benzoyl(0.22),"benzoyl,benzoyl",A1,B1,C1,none,R92,R92,none,,,,,,A1B1C1,c7ccccc7C(=O)OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00269390,C34H34O9,586.637,Top2,0.478,Low Confidence
173,152,[3014],3014,343.1539,5.3,0,1833102.364,0,0,0,0,0,0,0,0,266029.5397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585171.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,D,C20H22O5,possibly undescribed,none,[M+H]+,none,10,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C0,C0*1,8-9-epoxy-2-4-6-undecatrienoyl(0.04),none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
174,424,[8939],8939,751.2947,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C40H46O14,possibly undescribed,none,[M+H]+,none,18,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,C10,C10*2,hexadienoyl(0.03),none,A1,B1,C2,none,none,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000006,C21H26O8,406.431,Top1,1,Low Confidence
175,476,[5590],5590,313.18,5.3,0,0,0,0,0,1649987.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,D,C20H24O3,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-ene","9,13,14-orthoester",no C-12,no C-18,others,others,1,C0,C0*1,8-9-epoxy-2-4-6-decatrienoyl(0.01),none,A1,B3,C1,none,none,none,none,,,,,,A1B3C1,OCC1=CC2C3OC4OC3(C(=C)C)CC(C)C2(O4)C2C=C(C)C(=O)C2(O)C1O,PD00000041,C21H26O7,390.432,Top1,1,Low Confidence
176,695,[11975],11975,629.2591,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217875.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,D,C33H40O12,possibly undescribed,none,[M+H]+,none,14,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C13,C13*1,others,none,A4,B1,C1,none,none,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00000004,C21H30O8,410.463,Top1,1,Low Confidence
177,433,[8991],8991,703.2742,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2709485.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,D,C39H42O12,possibly undescribed,none,[M+H]+,none,19,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C9,C10",C9*1+C10*1,coumaroyl(0.90),"coumaroyl,coumaroyl",A1,B1,C2,none,R94,R94,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=Cc6ccc(O)cc6)OC3(C(=C)C)C(OC(=O)C=Cc7ccc(O)cc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129719,C38H38O12,686.71,Top1,1,Low Confidence
178,444,[9113],9113,617.2953,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559694.2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,D,C33H44O11,possibly undescribed,none,[M+H]+,none,12,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,"C2,C11",C2*1+C11*1,"acyl(0.06),butenoyl(0.07)","acyl,acyl",A1,B1,C2,none,R1,R1,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C)OC3(C(=C)C)C(OC(=O)C)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00125069,C24H30O10,478.494,Top1,1,Low Confidence
179,690,[11904],11904,611.2481,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406175.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C33H38O11,possibly undescribed,none,[M+H]+,none,15,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,"C2,C11",C2*1+C11*1,benzoyl(0.11),"acyl,acyl",A4,B1,C1,none,R1,R1,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(C)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)C)C1(O)C2O,PD00017981,C24H34O9,466.527,Top1,1,Low Confidence
180,185,[3825],3825,533.3102,5.5,0,0,0,0,0,0,0,0,0,0,0,0,640485.7424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099909.199,0,0,0,0,0,0,0,911925.3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,D,C30H44O8,possibly undescribed,(DA04)std_simplexin isomer,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C10,C10*1,"decanoyl(0.04),decanoyl(0.02)",decanoyl,A1,B1,C1,none,R9,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(CCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007573,C30H44O8,532.674,Top1,1,High Confidence
181,322,[1095],1095,621.2333,5.5,0,0,0,0,0,0,799995.6342,6708074.638,0,0,8543243.948,0,0,0,0,0,0,0,0,0,0,0,0,0,4421554.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,D,C34H36O11,possibly known,"yuanhuaoate B, genkwadane A",[M+H]+,none,17,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,C7,C7*2,"benzoyl(0.09),feruloyl(0.06),benzoyl(2.10)","benzoyl,benzoyl",A1,B1,C2,none,R92,R92,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)c7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129710,C34H34O10,602.636,Top2,0.962,Low Confidence
182,365,[3051],3051,733.2855,5.5,0,1100267.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151612.0918,0,0,418751.8972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C40H44O13,possibly undescribed,none,[M+H]+,none,19,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,C10,C10*2,8-9-epoxy-2-4-6-decatrienoyl(0.21),"8-9-epoxy-2-4-6-decatrienoyl,8-9-epoxy-2-4-6-decatrienoyl",A1,B1,C2,none,R61,R61,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=CC=CC=CC6OC6C)OC3(C(=C)C)C(OC(=O)C=CC=CC=CC7OC7C)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129059,C40H46O12,718.796,Top1,1,Low Confidence
183,426,[8950],8950,617.2577,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3094821.664,0,0,0,0,0,0,0,0,0,1736841.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,0,0,0,0,0,0,0,0,0,14,0,D,C32H40O12,possibly undescribed,none,[M+H]+,none,13,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,"C2,C10",C2*1+C10*1,"acyl(0.06),butenoyl(0.07)","acyl,acyl",A1,B1,C2,none,R1,R1,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C)OC3(C(=C)C)C(OC(=O)C)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00125069,C24H30O10,478.494,Top1,1,Low Confidence
184,180,[3719],3719,563.2846,5.6,0,0,0,0,0,0,0,0,0,0,0,0,6296880.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C30H42O10,possibly undescribed,none,[M+H]+,none,10,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C10,C10*1,"decanoyl(0.02),decadienoyl(0.03),4-oxo-2-decenoyl(0.03)",decadienoyl,A1,B1,C1,none,R37,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(C=CC=CCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007601,C30H40O8,528.642,Top1,1,Low Confidence
185,390,[5074],5074,645.2338,5.6,0,0,0,0,0,0,0,0,0,0,1259916.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C36H36O11,possibly undescribed,none,[M+H]+,none,19,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C7,C9",C9*1+C7*1,coumaroyl(0.87),"benzoyl,coumaroyl",A1,B1,C2,none,R92,R94,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)C=Cc7ccc(O)cc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129712,C36H36O11,644.673,Top1,1,High Confidence
186,430,[8967],8967,733.2854,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653818.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C40H44O13,possibly undescribed,none,[M+H]+,none,19,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,C10,C10*2,"feruloyl(0.03),8-9-epoxy-2-4-6-decatrienoyl(0.65)","feruloyl,8-9-epoxy-2-4-6-decatrienoyl",A1,B1,C2,none,R95,R61,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=CC=CC=CC6OC6C)OC3(C(=C)C)C(OC(=O)C=Cc7c(OC)c(O)ccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129093,C40H44O13,732.779,Top1,1,High Confidence
187,432,[8982],8982,719.2676,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978132.5899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C21H50O26,possibly undescribed,none,[M+H]+,none,-3,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,0,others,,coumaroyl(1.50),none,A1,B1,C2,none,none,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000006,C21H26O8,406.431,Top1,1,Low Confidence
